Date,Season,Daman,Daman_Trend,Daman_SMA,Daman_EWMA,Daman_DES,Daman_TES,Daman_ARIMA
1996-02-29,POMRB,4.1074862637362655,,,4.1074862637362655,2.108615789644579,4.138856996343497,0.0
1996-05-31,PREMON,6.227225274725273,,,4.9553818681318695,1.7892831485102652,6.190912340038523,0.0
1996-08-31,MONSOON,1.586050925925926,3.752955993080993,,3.607649491249492,1.1243369404557186,1.5365982482234943,0.0
1996-11-30,POMKH,3.091061507936508,3.752955993080993,3.7529559930809935,3.401014297924298,0.9708120797754052,3.0883832445618626,0.0
1997-02-28,POMRB,4.1074862637362655,3.752955993080993,3.7529559930809935,3.683603084249085,1.0838862932277216,4.154636018887503,4.107484971573545
1997-05-31,PREMON,6.227225274725273,3.752955993080993,3.7529559930809935,4.70105196043956,1.587306329718786,6.205085950938557,6.227223315719731
1997-08-31,MONSOON,1.586050925925926,3.752955993080993,3.752955993080993,3.4550515466341065,1.3056176792548708,1.5493297875432002,1.5860504269745606
1997-11-30,POMKH,3.091061507936508,3.752955993080993,3.7529559930809926,3.309455531155067,1.364151315565489,3.0998194335889506,3.091060535528034
1998-02-28,POMRB,4.1074862637362655,3.752955993080993,3.7529559930809926,3.6286678241875463,1.6325752845098156,4.164908650984774,4.1074856536064415
1998-05-31,PREMON,6.227225274725273,3.752955993080993,3.7529559930809926,4.668090804402637,2.3110977178429315,6.214313410361962,6.2272243497274475
1998-08-31,MONSOON,1.586050925925926,3.752955993080993,3.752955993080992,3.435274853011953,2.1033600964923114,1.5576184137301747,1.5860506903324485
1998-11-30,POMKH,3.091061507936508,3.752955993080993,3.7529559930809917,3.297589514981775,2.2018158353433672,3.1072647466393795,3.091061048787361
1999-02-28,POMRB,4.1074862637362655,3.752955993080993,3.7529559930809917,3.621548214483571,2.501322860852356,4.171596452457348,4.107485892988105
1999-05-31,PREMON,6.227225274725273,3.752955993080993,3.7529559930809917,4.663819038580252,3.2214639756720413,6.220320772071753,6.227224712646141
1999-08-31,MONSOON,1.586050925925926,3.752955993080993,3.7529559930809913,3.4327117935185214,3.012697620749002,1.5630145659425652,1.5860507827664787
1999-11-30,POMKH,3.091061507936508,3.752955993080993,3.752955993080991,3.296051679285716,3.089340815292643,3.1121118758961073,3.091061228932442
2000-02-29,POMRB,4.1074862637362655,3.752955993080993,3.752955993080991,3.620625513065936,3.354977233881525,4.175950418229008,4.107486018239317
2000-05-31,PREMON,6.227225274725273,3.752955993080993,3.752955993080991,4.663265417729671,4.033865366257032,6.224231750495626,6.227224902535398
2000-08-31,MONSOON,1.586050925925926,3.752955993080993,3.7529559930809904,3.432379621008173,3.764768792891468,1.5665276280643554,1.5860508311305603
2000-11-30,POMKH,3.091061507936508,3.752955993080993,3.75295599308099,3.2958523757795066,3.769853462197631,3.1152675070793983,3.0910613231894097
2001-02-28,POMRB,4.1074862637362655,3.752955993080993,3.75295599308099,3.62050593096221,3.956192499249723,4.178784984718222,4.107486095088983
2001-05-31,PREMON,6.227225274725273,3.752955993080993,3.75295599308099,4.663193668467436,4.547099878210577,6.226777918509276,6.227225019044656
2001-08-31,MONSOON,1.586050925925926,3.752955993080993,3.7529559930809895,3.432336571450832,4.1892519764960845,1.5688147402483152,1.5860508608050314
2001-11-30,POMKH,3.091061507936508,3.752955993080993,3.752955993080989,3.295826546045102,4.106727821487141,3.117321920658539,3.091061381022115
2002-02-28,POMRB,4.1074862637362655,3.752955993080993,3.752955993080989,3.6204904331215673,4.207297487190635,4.180630375243337,4.10748614587415
2002-05-31,PREMON,6.227225274725273,3.752955993080993,3.752955993080989,4.66318436976305,4.710744935397089,6.228435552699761,6.227225096038384
2002-08-31,MONSOON,1.586050925925926,3.88827021011396,3.7529559930809886,3.4323309922282,4.277391049571419,1.5703037210749025,1.5860508804150453
2002-11-30,POMKH,3.091061507936508,3.969764601139601,3.752955993080988,3.295823198511523,4.129334168388104,3.118659407490475,3.0910614192401558
2003-02-28,POMRB,5.19,3.9159447751322753,4.023584427146922,4.053493919106914,4.383460842095565,4.181831781597038,4.107486180675203
2003-05-31,PREMON,5.796666666666668,3.954562086640212,3.91594477513227,4.750763018130815,4.74229085463431,6.339653368522196,6.22722514879912
2003-08-31,MONSOON,1.586050925925926,3.8974762731481487,3.9159447751322696,3.484878181248859,4.261081868734207,1.626399353193945,1.586050893853007
2003-11-30,POMKH,3.4,3.8123287037037046,3.9931793981481425,3.4509269087493157,4.133583354340471,3.169047678413466,3.0910614454294576
2004-02-29,POMRB,4.424375,3.829502893518519,3.8017731481481425,3.8403061452495897,4.203646634657075,4.2585258350497295,4.4239538767411215
2004-05-31,PREMON,5.881111111111113,3.8372152777777786,3.8228842592592542,4.656628131594199,4.551836623100776,6.330647004690657,6.101353452355481
2004-08-31,MONSOON,1.639,3.934012152777778,3.8361215277777725,3.4495768789565195,4.067211800602066,1.6269009937604522,1.5860509032293701
2004-11-30,POMKH,3.40875,4.019159722222223,3.8383090277777723,3.433246127373912,3.9360816320014607,3.174885499989598,3.1813781424041494
2005-02-28,POMRB,5.19,3.9699166666666668,4.029715277777772,4.1359476764243475,4.153753105158549,4.264659951604711,4.424076372173809
2005-05-31,PREMON,5.796666666666668,3.9301354166666664,4.00860416666666,4.800235272521276,4.483578631768305,6.414054317628974,6.037289831271024
2005-08-31,MONSOON,1.3295,3.737635416666667,3.93122916666666,3.411941163512765,3.942162381044689,1.693230495635904,1.6014526232306763
2005-11-30,POMKH,3.4,3.567340277777778,3.92904166666666,3.4071646981076595,3.8165666036325403,3.2029768247676764,3.247515581953649
2006-02-28,POMRB,3.65875,3.6271388888888896,3.5462291666666594,3.507798818864596,3.750553926619955,4.289002914175118,4.646300875487112
2006-05-31,PREMON,5.965555555555558,3.6680138888888894,3.588451388888882,4.490901513540981,4.136196812919681,6.280125939345375,5.967475607897812
2006-08-31,MONSOON,1.639,3.8066076388888894,3.665826388888882,3.350140908124589,3.683993700327986,1.5901117803309863,1.5225484943768512
2006-11-30,POMKH,3.4175,3.9410694444444445,3.670201388888882,3.3770845448747533,3.5924483110255534,3.1418393467811647,3.2917572959213217
2007-02-28,POMRB,4.75,3.8617500000000002,3.9430138888888826,3.9262507269248523,3.7656615054103053,4.235866281770708,4.360141359251531
2007-05-31,PREMON,5.95,3.8515625,3.9391249999999935,4.735750436154912,4.170506671172242,6.343423111364094,5.9669192403596485
2007-08-31,MONSOON,1.02,3.8021874999999996,3.7843749999999936,3.249450261692947,3.6176466315327693,1.6453862065393694,1.5562922814982876
2007-11-30,POMKH,3.955,3.64375,3.918749999999993,3.531670157015768,3.6471803382013226,3.1285107900066906,3.3281933644444344
2008-02-29,POMRB,3.8175,3.756597222222222,3.685624999999993,3.646002094209461,3.653843663117964,4.278580903616222,4.473036221918634
2008-05-31,PREMON,5.615,3.8031944444444443,3.6018749999999935,4.433601256525677,4.010523292471499,6.28691606691663,5.962019784205061
2008-08-31,MONSOON,2.2577777777777777,3.7198263888888885,3.9113194444444384,3.563271865026517,3.7100882498037477,1.5605443376523387,1.4009933163325035
2008-11-30,POMKH,3.0900000000000003,3.6957440476190477,3.6950694444444383,3.3739631190159103,3.5800009772535217,3.1782367611357287,3.50970338280396
2009-02-28,POMRB,4.015555555555555,3.51483878968254,3.7445833333333276,3.6306000936317684,3.635040317363215,4.235239530364065,4.283268891709177
2009-05-31,PREMON,5.224285714285714,3.310411706349206,3.646904761904756,4.268074341893347,3.9244691882125067,6.268135241648171,5.861563065298337
2009-08-31,MONSOON,1.20125,3.1898561507936507,3.3827728174603116,3.041344605136008,3.4362061913007547,1.5039217318476452,1.6490188172537898
2009-11-30,POMKH,2.51111111111111,3.2869072420634917,3.2380505952380894,2.829251207526049,3.2221956818916455,3.0198803881418876,3.3882059158882867
2010-02-28,POMRB,3.63,3.4453298611111105,3.1416617063492005,3.1495507245156293,3.238262020566135,4.0340967429512204,4.205782949347824
2010-05-31,PREMON,6.38625,3.4969791666666667,3.4321527777777723,4.444230434709378,3.7947383501428082,6.048229669376219,5.677111902729339
2010-08-31,MONSOON,1.3066666666666666,3.542673611111111,3.458506944444439,3.1892049274922933,3.360167868641482,1.4246123184496144,1.5194182928143602
2010-11-30,POMKH,2.818888888888889,3.3314583333333334,3.535451388888884,3.0410785120509316,3.232389932104642,2.959365637027508,3.134342890366808
2011-02-28,POMRB,3.687777777777777,3.11546875,3.549895833333328,3.29975821834167,3.2804837712418853,4.011053331561725,4.03914441591358
2011-05-31,PREMON,4.638750000000001,3.1249305555555558,3.1130208333333282,3.835354931005002,3.514312465410256,6.033409281802484,5.882345025150524
2011-08-31,MONSOON,1.32625,3.1679166666666667,3.1179166666666616,2.831712958603001,3.110819402660157,1.2335031894585473,1.4578454049628555
2011-11-30,POMKH,2.875,3.2827951388888894,3.1319444444444393,2.849027775161801,3.023223870878755,2.7896930787344365,3.043046695799419
2012-02-29,POMRB,3.9755555555555566,3.377975570436508,3.203888888888884,3.299638887319303,3.155893191763273,3.8643527749162243,3.93745896038112
2012-05-31,PREMON,5.27,3.4420622519841273,3.361701388888884,4.087783332391582,3.5400804023316343,5.930914034781935,5.522448800223624
2012-08-31,MONSOON,1.4564434523809522,3.4541803075396826,3.394249751984122,3.0352473803873297,3.1795470028669635,1.205661689841857,1.4197617133220612
2012-11-30,POMKH,3.2575000000000003,3.426298363095238,3.4898747519841216,3.124148428232398,3.176522280947286,2.7779305948732875,2.994414005730295
2013-02-28,POMRB,3.69,3.461162574404762,3.4184858630952326,3.3504890569394385,3.258934463488165,3.8927039026941914,3.948483874808424
2013-05-31,PREMON,5.3325,3.3560267857142856,3.434110863095232,4.143293434163663,3.6594859389077383,5.927327224506941,5.449391709242208
2013-08-31,MONSOON,1.6728571428571428,3.3541517857142855,3.48821428571428,3.155118917641055,3.338390696571973,1.2087987773515874,1.4303771773108307
2013-11-30,POMKH,2.2,3.5931795634920634,3.2238392857142797,2.773071350584633,3.127361419809396,2.802767172375889,3.0705494335963506
2014-02-28,POMRB,4.7325,3.682787698412698,3.4844642857142794,3.55684281035078,3.412246586629759,3.8074198602798672,3.8736810759099454
2014-05-31,PREMON,6.202222222222222,3.8528472222222216,3.7018948412698345,4.614994575099357,3.9809574379386414,5.956787782307007,5.415564349505262
2014-08-31,MONSOON,1.5199999999999998,3.935173611111111,3.6636805555555485,3.376996745059614,3.616569706264818,1.323750426649414,1.5005485955980022
2014-11-30,POMKH,3.713333333333333,4.360138888888889,4.042013888888882,3.5115313803691017,3.6759712786373004,2.890471040508273,2.818620626583705
2015-02-28,POMRB,3.8777777777777778,4.951388888888889,3.8283333333333265,3.658029939332572,3.759129333680352,4.040172139177568,4.122213833999828
2015-05-31,PREMON,10.456666666666667,4.911388888888889,4.891944444444438,6.37748463026621,5.162899584983603,6.078896691391638,5.64321449238796
2015-08-31,MONSOON,1.9955555555555555,4.857915426587301,5.010833333333327,4.624713000381948,4.84949715585918,1.8662972663349229,1.5061776182582471
2015-11-30,POMKH,2.9177777777777774,4.517914186507936,4.811944444444439,3.941938911340279,4.683349120028453,3.4262019581507817,3.077540650897506
2016-02-29,POMRB,4.245545634920634,4.086803075396825,4.903886408730154,4.063381600772422,4.7534246945267835,4.4404534242732145,4.051476919736118
2016-05-31,PREMON,7.368888888888887,4.095066964285714,4.1319419642857085,5.385584516019008,5.422545456596382,6.475869949284329,7.036170830446034
2016-08-31,MONSOON,1.6344444444444446,4.141943204365079,4.041664186507931,3.8851284873891827,4.926392982437042,1.9087200523318169,1.647797826537604
2016-11-30,POMKH,3.345,4.057698412698413,4.148469742063487,3.6690770924335094,4.747966893612282,3.4275678272600283,3.0313071580443562
2017-02-28,POMRB,4.193333333333333,4.012817460317461,4.135416666666662,3.878779588793439,4.723219198202309,4.485147373182339,4.107638041240561
2017-05-31,PREMON,6.747142857142857,4.096748511904762,3.9799801587301546,5.026124896133206,5.1874790434222415,6.510704325302499,7.132455382488158
2017-08-31,MONSOON,1.897142857142857,4.145997023809524,4.045654761904758,3.7745320805370666,4.685677503176713,1.8767516952342769,1.6439335204668593
2017-11-30,POMKH,3.75375,4.183010912698412,4.147842261904758,3.76621924832224,4.546082554280141,3.425579873701709,3.1220860442517226
2018-02-28,POMRB,4.178571428571428,4.179935515873016,4.144151785714282,3.9311601204219153,4.489310575823751,4.52494930181908,4.132437197255617
2018-05-31,PREMON,7.058015873015872,3.921282242063492,4.2218700396825355,5.1819024214594975,4.99162463755534,6.5449547431765565,7.020950710559988
2018-08-31,MONSOON,1.5616666666666668,,4.138000992063488,3.733808119542365,4.416284098394386,1.9391466409824716,1.7172091659702198
2018-11-30,POMKH,2.02,,3.704563492063488,3.0482848717254187,,3.4474940511947105,3.3048817685574474
