Date,Season,Ralan (part),Ralan (part)_Trend,Ralan (part)_SMA,Ralan (part)_EWMA,Ralan (part)_DES,Ralan (part)_TES,Ralan (part)_ARIMA
1996-02-29,POMRB,4.72375,,,4.72375,3.774854220378875,4.733749365678346,0.0
1996-05-31,PREMON,4.1724999999999985,,,4.5032499999999995,3.4098939551567504,4.191945170071039,4.72374300804086
1996-08-31,MONSOON,2.4516666666666667,3.7132291666666664,,3.682616666666666,2.8751045745440678,2.4800067771214866,4.446387699512564
1996-11-30,POMKH,3.5050000000000003,3.7132291666666664,3.7132291666666664,3.61157,2.6388330370725086,3.541688283364546,3.778391202350841
1997-02-28,POMRB,4.72375,3.7132291666666664,3.7132291666666664,4.056442,2.684903316571806,4.761404144929561,4.559445797551978
1997-05-31,PREMON,4.1724999999999985,3.7132291666666664,3.7132291666666664,4.102865199999999,2.6777459933623926,4.211343172312836,4.102591469708024
1997-08-31,MONSOON,2.4516666666666667,3.7132291666666664,3.713229166666667,3.442385786666666,2.41793163427479,2.4919057358857977,2.661837458818686
1997-11-30,POMKH,3.5050000000000003,3.7132291666666664,3.713229166666667,3.4674314719999995,2.3964708631429263,3.5468240237250304,3.5384048147971052
1998-02-28,POMRB,4.72375,3.7132291666666664,3.7132291666666672,3.9699588831999995,2.619758250108264,4.765169463480947,4.5961678026891795
1998-05-31,PREMON,4.1724999999999985,3.7132291666666664,3.7132291666666672,4.050975329919999,2.7556076035116965,4.213647072115119,4.117039860317368
1998-08-31,MONSOON,2.4516666666666667,3.7132291666666664,3.7132291666666677,3.411251864618666,2.5971378332018262,2.4926772080420534,2.6133938492039626
1998-11-30,POMKH,3.5050000000000003,3.7132291666666664,3.7132291666666677,3.4487511187711997,2.6515727288942728,3.5460122291153504,3.5305644062232022
1999-02-28,POMRB,4.72375,3.7132291666666664,3.713229166666668,3.95875067126272,2.938268970420083,4.764221230684266,4.596203966138138
1999-05-31,PREMON,4.1724999999999985,3.7132291666666664,3.713229166666668,4.044250402757632,3.122924460287271,4.212481777421349,4.1169609332685555
1999-08-31,MONSOON,2.4516666666666667,3.7132291666666664,3.7132291666666686,3.4072169083212454,2.9909782326213032,2.491216546468011,2.6132825622464098
1999-11-30,POMKH,3.5050000000000003,3.7132291666666664,3.7132291666666686,3.4463301449927473,3.0587558651748545,3.5441812219656414,3.530549213866
2000-02-29,POMRB,4.72375,3.7132291666666664,3.713229166666669,3.9572980869956482,3.352059824417654,4.762415754741418,4.596203576635215
2000-05-31,PREMON,4.1724999999999985,3.7132291666666664,3.713229166666669,4.043378852197389,3.5349167069929335,4.210670222902135,4.116889295150671
2000-08-31,MONSOON,2.4516666666666667,3.7132291666666664,3.7132291666666695,3.4066939779850998,3.389295138265463,2.4893648716523975,2.613181436372435
2000-11-30,POMKH,3.5050000000000003,3.3847916666666666,3.7132291666666695,3.44601638679106,3.4362344154420237,3.5422533987812845,3.5305353911061785
2001-02-28,POMRB,4.72375,3.056354166666667,3.71322916666667,3.957109832074636,3.7044318606735342,4.760521580483285,4.596203219730229
2001-05-31,PREMON,1.545,3.0563541666666665,3.0563541666666705,2.9922658992447815,3.373698593432538,4.208799534065121,4.116823980828969
2001-08-31,MONSOON,2.4516666666666667,3.0563541666666665,3.0563541666666705,2.7760262062135355,3.21587070246132,2.3419377397985226,2.5677843177482758
2001-11-30,POMKH,3.5050000000000003,3.056354166666667,3.0563541666666705,3.0676157237281214,3.2564348890024726,3.395609158988455,3.502324647484075
2002-02-28,POMRB,4.72375,3.056354166666667,3.0563541666666705,3.7300694342368725,3.521797678100372,4.615050607285651,4.568306078010462
2002-05-31,PREMON,1.545,3.0563541666666665,3.0563541666666705,2.8560416605421235,3.19531556204952,2.26706884441745,2.378651284231574
2002-08-31,MONSOON,2.4516666666666667,3.0563541666666665,3.0563541666666705,2.6942916629919407,3.0463519798853045,2.3989926336036675,2.570298662174592
2002-11-30,POMKH,3.5050000000000003,3.056354166666667,3.0563541666666705,3.018574997795165,3.0983921293876358,3.448179588793688,3.4940468495328796
2003-02-28,POMRB,4.72375,3.056354166666667,3.0563541666666705,3.700644998677099,3.3766969446154693,4.662985183123466,4.560111938058268
2003-05-31,PREMON,1.545,3.0563541666666665,3.0563541666666705,2.838386999206259,3.0653989975215943,1.7425300974903681,1.7847101785504886
2003-08-31,MONSOON,2.4516666666666667,3.0563541666666665,3.0563541666666705,2.683698866190422,2.9325511586009547,2.4320740138012167,2.5721399632676545
2003-11-30,POMKH,3.5050000000000003,3.056354166666667,3.0563541666666705,3.0122193197142533,3.0008691997228385,3.482189659461982,3.4922140125752783
2004-02-29,POMRB,4.72375,3.056354166666667,3.0563541666666705,3.696831591828552,3.295513993879663,4.697642654454519,4.558292731032315
2004-05-31,PREMON,1.545,3.0563541666666665,3.0563541666666705,2.836098955097131,2.9997171562731393,1.5982775411732497,1.7828440703494417
2004-08-31,MONSOON,2.4516666666666667,3.0563541666666665,3.0563541666666705,2.6823260397249453,2.8812797836158937,2.4440138896134114,2.570384700917462
2004-11-30,POMKH,3.5050000000000003,3.056354166666667,3.0563541666666705,3.011395623834967,2.9630349054137697,3.495711827925962,3.490521283527192
2005-02-28,POMRB,4.72375,3.056354166666667,3.0563541666666705,3.69633737430098,3.270593787673596,4.71268064629803,4.556611273994666
2005-05-31,PREMON,1.545,3.0563541666666665,3.0563541666666705,2.8358024245805877,2.985671990723737,1.5581379573455632,1.7811179421646952
2005-08-31,MONSOON,2.4516666666666667,3.0563541666666665,3.0563541666666705,2.682148121415019,2.876414504063042,2.447717372241841,2.568759875981256
2005-11-30,POMKH,3.5050000000000003,3.3847916666666666,3.0563541666666705,3.0112888728490113,2.966157678781576,3.5003702903141685,3.488953184687795
2006-02-28,POMRB,4.72375,3.7132291666666664,3.0563541666666705,3.6962733237094065,3.281073441505078,4.718330670062636,4.55505248853294
2006-05-31,PREMON,4.1724999999999985,3.7132291666666664,3.7132291666666704,3.8867639942256433,3.484724920014349,1.5469300591191995,1.7795166099862572
2006-08-31,MONSOON,2.4516666666666667,3.7132291666666664,3.7132291666666704,3.3127250632020524,3.3576675998565513,2.594391885807282,2.60742096230003
2006-11-30,POMKH,3.5050000000000003,3.7132291666666664,3.7132291666666704,3.3896350379212317,3.4213703948694687,3.646696857742838,3.5106916580233616
2007-02-28,POMRB,4.72375,3.7132291666666664,3.713229166666671,3.923281022752739,3.7052249985288124,4.863996948630913,4.576594380794264
2007-05-31,PREMON,4.1724999999999985,3.7132291666666664,3.713229166666671,4.022968613651643,3.8726364510355173,3.4837659966403627,3.511328297700633
2007-08-31,MONSOON,2.4516666666666667,3.7132291666666664,3.7132291666666712,3.3944478348576523,3.7044645707043697,2.5359198888511303,2.6021754459225317
2007-11-30,POMKH,3.5050000000000003,3.7132291666666664,3.7132291666666712,3.4386687009145915,3.724535865866164,3.592899473108038,3.5163565305219713
2008-02-29,POMRB,4.72375,3.640520833333333,3.7132291666666717,3.9527012205487546,3.9631420784587,4.815065610817233,4.582212764399534
2008-05-31,PREMON,4.1724999999999985,3.5678125,3.7132291666666717,4.040620732329252,4.084778127719363,4.005786990035945,4.10261952110635
2008-08-31,MONSOON,1.87,3.6135937499999997,3.5678125000000054,3.1723724393975514,3.7662597207377257,2.5013109111201217,2.598861351323558
2008-11-30,POMKH,3.5050000000000003,3.659375,3.5678125000000054,3.305423463638531,3.7496116887657203,3.52521975214301,3.508313253193222
2009-02-28,POMRB,5.09,3.6593750000000003,3.659375000000005,4.019254078183119,4.022952045607335,4.74701451011449,4.577917538720832
2009-05-31,PREMON,4.1724999999999985,3.6593749999999994,3.659375000000005,4.080552446909871,4.113402443236663,4.136747121189287,4.103625599362952
2009-08-31,MONSOON,1.87,3.659375,3.659375000000005,3.1963314681459227,3.769314198925119,2.0786050120761885,2.218857194416157
2009-11-30,POMKH,3.5050000000000003,3.659375,3.6593750000000047,3.3197988808875536,3.7310942327073464,3.543292746187235,3.512615997686571
2010-02-28,POMRB,5.09,3.6593750000000003,3.659375000000005,4.027879328532532,3.9852382931107004,5.013011000194635,4.818221965642341
2010-05-31,PREMON,4.1724999999999985,3.6087499999999997,3.659375000000005,4.085727597119519,4.059829953100409,4.178159915441425,4.101961166747811
2010-08-31,MONSOON,1.87,3.5581249999999995,3.659375000000005,3.1994365582717115,3.705214121809815,1.9501591622942014,2.089022043197092
2010-11-30,POMKH,3.1,3.8290624999999996,3.5581250000000053,3.159661934963027,3.586385419464348,3.538006350204472,3.514372379109073
2011-02-28,POMRB,5.09,4.1,3.558125000000005,3.931797160977816,3.8388593747907414,5.064326448896196,4.8951085087511546
2011-05-31,PREMON,6.34,4.109375,4.100000000000005,4.895078296586689,4.319493144888087,4.168845117855962,4.098587773613458
2011-08-31,MONSOON,1.87,4.100625,4.100000000000005,3.685046977952014,3.9556275108808223,2.0090901099428433,2.1163625863586057
2011-11-30,POMKH,3.175,4.0825,4.118750000000005,3.481028186771208,3.8357176952497123,3.353479490260473,3.2641934333236695
2012-02-29,POMRB,4.945,4.0825,4.082500000000005,4.066616912062726,4.0433139018874,5.215920460110285,4.913258831797029
2012-05-31,PREMON,6.34,4.073125,4.082500000000005,4.975970147237636,4.504489146857519,5.777178028907306,5.523471582534737
2012-08-31,MONSOON,1.87,4.045208333333333,4.082500000000005,3.7335820883425814,4.119010496227867,1.9520054756321068,2.111172990121683
2012-11-30,POMKH,3.1,4.026666666666667,4.063750000000005,3.480149253005549,3.963040426697137,3.272535633872557,3.226556547904711
2013-02-28,POMRB,4.796666666666667,4.145416666666667,4.026666666666672,4.006756218469996,4.121261819687652,5.07214369850942,4.822225742489798
2013-05-31,PREMON,6.34,4.282916666666667,4.026666666666672,4.940053731081997,4.561039993972684,6.203709068677908,6.009497502041088
2013-08-31,MONSOON,2.82,4.302083333333333,4.2641666666666715,4.092032238649198,4.33027495699501,1.9137980730132025,2.1076144929891294
2013-11-30,POMKH,3.25,4.141041666666666,4.301666666666671,3.755219343189519,4.176401692055892,3.2260439349526218,3.2067945045795425
2014-02-28,POMRB,4.8,3.969895833333333,4.302500000000005,4.173131605913712,4.30800045799355,4.967751114823428,4.702046869050213
2014-05-31,PREMON,5.048333333333333,3.992083333333333,3.9795833333333377,4.52321229688156,4.478298754108631,6.389212604239182,6.0187662995058355
2014-08-31,MONSOON,2.7425,3.986458333333333,3.9602083333333375,3.8109273781289366,4.213849009486229,2.546736166794984,2.7171986358675717
2014-11-30,POMKH,3.5050000000000003,3.6704166666666667,4.023958333333337,3.688556426877362,4.094072927002362,3.2143766510416674,3.2777280008832284
2015-02-28,POMRB,4.5,3.4015625000000003,3.948958333333337,4.013133856126418,4.160465275903902,4.8361185167396155,4.667910517670962
2015-05-31,PREMON,2.82,3.49375,3.391875000000004,3.5358803136758503,3.919259490750687,5.44275161724413,5.17001297924398
2015-08-31,MONSOON,2.82,3.576875,3.4112500000000043,3.2495281882055096,3.691663335126273,2.5773489157608416,2.8544159060950403
2015-11-30,POMKH,4.165,3.9731249999999996,3.576250000000004,3.6157169129233058,3.7239390089811484,3.3056414391059037,3.46089301205631
2016-02-29,POMRB,4.505,4.349374999999999,3.577500000000004,3.9714301477539835,3.823781595087715,4.523347998535717,4.463662976160981
2016-05-31,PREMON,5.984999999999999,4.33,4.368750000000004,4.776858088652389,4.197935262676583,3.577899700874597,3.421482883246356
2016-08-31,MONSOON,2.665,4.3296874999999995,4.330000000000004,3.9321148531914334,3.9508508394677295,2.9474386733725906,2.9402824648026646
2016-11-30,POMKH,4.165,4.131562499999999,4.330000000000004,4.02526891191486,3.984962909474357,4.078269758140719,3.9663186821700394
2017-02-28,POMRB,4.5025,3.9434375,4.329375000000004,4.216161347148915,4.080152649760481,4.6608498466240995,4.413649395107237
2017-05-31,PREMON,4.402499999999999,3.953125,3.9337500000000043,4.290696808289349,4.152899789100243,5.373242016352762,5.002509271472199
2017-08-31,MONSOON,2.7425,3.9534374999999993,3.9531250000000044,3.6714180849736096,3.917540166185831,2.7211152744455087,2.832961413489536
2017-11-30,POMKH,4.165,4.1515625,3.9531250000000044,3.868850850984166,3.950073566164053,4.117698393334793,4.111907158021728
2018-02-28,POMRB,4.505,4.339687499999999,3.953750000000004,4.1233105105905,4.045138558399344,4.5275788275339774,4.408680398435185
2018-05-31,PREMON,5.984999999999999,4.2475000000000005,4.349375000000004,4.867986306354299,4.411576057601953,4.688706612485472,4.674414172578368
2018-08-31,MONSOON,2.665,,4.330000000000004,3.9867917838125795,4.15157842457721,2.8384409934484123,2.869507718697281
2018-11-30,POMKH,3.5050000000000003,,4.165000000000004,3.7940750702875476,,4.245682008459443,4.119207117738551
