Date,Season,Sikandra Rao,Hathras,Mursan,Sadabad,Hasayan,Sahpau,Sasni,Sikandra Rao_Trend,Sikandra Rao_SMA,Sikandra Rao_EWMA,Sikandra Rao_DES,Sikandra Rao_TES,Sikandra Rao_ARIMA,Hathras_Trend,Hathras_SMA,Hathras_EWMA,Hathras_DES,Hathras_TES,Hathras_ARIMA,Mursan_Trend,Mursan_SMA,Mursan_EWMA,Mursan_DES,Mursan_TES,Mursan_ARIMA,Sadabad_Trend,Sadabad_SMA,Sadabad_EWMA,Sadabad_DES,Sadabad_TES,Sadabad_ARIMA,Hasayan_Trend,Hasayan_SMA,Hasayan_EWMA,Hasayan_DES,Hasayan_TES,Hasayan_ARIMA,Sahpau_Trend,Sahpau_SMA,Sahpau_EWMA,Sahpau_DES,Sahpau_TES,Sahpau_ARIMA,Sasni_Trend,Sasni_SMA,Sasni_EWMA,Sasni_DES,Sasni_TES,Sasni_ARIMA
1996-02-29,POMRB,6.79,12.1,11.1,10.5025,3.39,11.7,10.475,,,6.79,6.648063328887598,6.922335335193294,0.0,,,12.1,12.066982773443904,12.271361774919422,0.0,,,11.1,11.036711812215747,10.630412602269992,0.0,,,10.5025,10.520607755275742,9.785827496516022,0.0,,,3.39,3.2811003397222978,3.8122425503042328,0.0,,,11.7,9.276012637266708,11.700864993899483,0.0,,,10.475,10.491488436180095,10.47508070021371,0.0
1996-05-31,PREMON,7.03,12.123333333333335,11.26,10.82,6.8100000000000005,10.083333333333334,11.56,,,6.886,6.721077733260946,7.060686975140811,4.902818100728112,,,12.109333333333334,12.114522782804752,12.506235815906702,12.099995036386849,,,11.164,11.243341420122293,12.003358613393402,11.099991579892999,,,10.6295,10.60632400015303,12.565249904866496,10.502466793085047,,,4.758,4.109973915568226,5.328379626791845,1.4426023012165672,,,11.053333333333335,8.417762151581273,10.084151967384484,2.54182301995812,,,10.908999999999999,11.056098716322149,11.560030484752271,0.0
1996-08-31,MONSOON,7.4,11.14,9.73,10.185,2.49,11.550000000000002,11.095,6.6800000000000015,,7.0916,6.880259342290767,6.337152299829206,5.44071044100245,11.815,,11.7216,11.603569848312963,10.8968458133079,12.117493969479666,10.453750000000001,,10.590399999999999,10.548062660887586,10.692668852760082,11.204023480063693,10.573437499999999,,10.4517,10.370176349099111,10.233056673323388,10.698076172113804,4.2406250000000005,,3.8508,3.013582929175554,4.039595661320171,2.9550411365472495,11.408333333333333,,11.252000000000002,8.616476803612102,11.550772775405502,1.71955029557362,11.052499999999998,,10.9834,11.2377254128632,11.095013416550131,0.0
1996-11-30,POMKH,4.904999999999999,11.36,10.05,10.825,3.07,12.3,11.08,6.783125,6.53125,6.216959999999999,6.264676961390343,5.547560969384491,6.158470842881625,12.17,11.680833333333334,11.57696,11.487950301344991,10.327252645550262,11.44970327267219,10.3025,10.535,10.37424,10.375354969152031,10.194295758621134,10.31757174134739,10.5725,10.583124999999999,10.60102,10.525906369839703,9.613376627141488,10.416073469644644,4.3149999999999995,3.9400000000000004,3.53848,2.601025178727631,3.1084397344197265,1.8928915117750793,11.408333333333333,11.408333333333335,11.671200000000002,9.339846376233135,12.30072702527318,4.517848272645126,11.0525,11.0525,11.02204,11.323261965032394,11.080002596959083,0.0
1997-02-28,POMRB,7.98,13.173333333333336,10.45,10.425,5.795,11.7,10.475,6.383125,6.828750000000001,6.922175999999999,6.728660986813017,6.987780399286356,6.1905218429952615,12.575000000000001,11.949166666666668,12.215509333333333,12.417335788174167,13.389291316054628,11.661771407454621,10.26625,10.3725,10.404544,10.499222710657719,10.258106846937798,10.215138463654455,10.63625,10.563749999999999,10.530612000000001,10.43304602695427,9.867448104776958,10.63222018922381,4.11625,4.54125,4.441088,3.738241047029605,3.6231686480193104,3.258162316474206,11.408333333333333,11.408333333333335,11.68272,9.874284318502129,11.699855294421983,11.669805210720986,11.0525,11.0525,10.803224,11.023593207136628,10.475002901417433,7.34848178101513
1997-05-31,PREMON,6.665,13.89,10.7,10.89,5.0,10.083333333333334,11.56,5.920625,6.737500000000001,6.8193056,6.671293318905555,7.610508548450608,7.334360319655736,12.817916666666669,12.390833333333335,12.8853056,13.232773353455755,13.513433843907357,12.821186068182703,10.25,10.2325,10.5227264,10.689734614832348,11.465162366975187,10.41706819454103,10.63375,10.581249999999999,10.674367200000002,10.589440465863522,12.563320324024247,10.536126144373801,4.069375,4.088749999999999,4.6646528,4.358634116621343,6.2895767373760165,7.328817179935845,11.408333333333335,11.408333333333335,11.042965333333335,9.753002512208798,10.083233308430652,10.051521367060166,11.0525,11.0525,11.1059344,11.329547419722806,11.560000270273866,8.109637173129826
1997-08-31,MONSOON,4.565,12.613333333333335,10.0,10.625,2.71,11.550000000000002,11.095,5.354375,6.0287500000000005,5.91758336,6.018712219928543,6.8358912921526755,6.722283546001252,12.924583333333334,12.759166666666669,12.776516693333335,12.915791635850098,12.627780518717357,12.793715330411384,10.128749999999998,10.3,10.31363584,10.41845735872706,10.141447361996569,10.062778552326948,10.595625,10.691249999999998,10.654620320000001,10.55716167304404,10.268895488084729,10.69609796049673,3.614375,4.143749999999999,3.88279168,3.7155491864433854,3.632116915392352,1.8064157291396854,11.408333333333333,11.408333333333335,11.245779200000001,10.312070471291289,11.549942435306878,11.513297498265594,11.052499999999998,11.0525,11.10156064,11.30878574545034,11.095001682246401,7.783427719366386
1997-11-30,POMKH,4.04,11.83,9.65,10.365,2.475,12.3,11.08,4.875625,5.8125,5.166550016,5.407092009919464,4.2009773346359625,3.1624103952085223,12.7225,12.876666666666669,12.397910016,12.34567902647361,12.319163860078364,12.433471696886004,10.04875,10.2,10.048181504,10.103995965160857,10.13366000735135,10.135024423135969,10.500625,10.576249999999998,10.538772192,10.423454973077485,9.861430212974362,10.686741711455577,3.1862500000000002,3.994999999999999,3.319675008,3.085244380058445,3.1265345894888465,3.000285753849507,11.408333333333333,11.408333333333335,11.667467520000002,11.141067740320649,12.299982552977937,12.261578751377069,11.0525,11.0525,11.092936384000001,11.257125112000866,11.079998039743758,7.772904833761113
1998-02-28,POMRB,4.315,13.556666666666667,9.88,10.58,2.75,11.7,10.475,5.0112499999999995,4.89625,4.8259300096,5.0574998173527295,6.3125942994343305,6.739912899109278,12.214583333333334,12.972500000000004,12.861412676266667,13.01923091202486,13.982147105310966,12.82597271701659,9.840000000000002,10.057500000000001,9.980908902400001,10.070251208032117,9.994739843771395,9.984690894971068,10.41375,10.614999999999998,10.5552633152,10.44589612599084,9.7437207400587,10.476005296425292,3.203125,3.2337499999999992,3.0918050048,2.759492365376368,3.7424618801087908,5.232050878391999,11.408333333333333,11.408333333333335,11.680480512,11.58341381748721,11.699976740871621,11.664256162673242,11.0525,11.0525,10.8457618304,10.884113206090309,10.475001131545781,5.664833223847276
1998-05-31,PREMON,6.5,11.89,10.63,9.975,4.62,10.083333333333334,11.56,5.0062500000000005,4.855,5.49555800576,5.4489026247308985,5.161335315443414,4.78033754377394,11.517916666666668,12.472500000000004,12.47284760576,12.42572731162023,14.266120808127871,13.73378760881217,9.3425,10.040000000000003,10.24054534144,10.444027357566686,11.018617284313326,10.008240337714966,10.064374999999998,10.386249999999999,10.323157989119998,10.188366226678461,12.585945617738858,10.672784003854181,3.07125,3.138749999999999,3.7030830028799997,3.477923550764537,4.846016807188557,3.6340111361642773,11.408333333333335,11.408333333333335,11.041621640533334,11.223817705766235,10.083306583196745,10.053130080409037,11.0525,11.0525,11.131457098240002,11.163027547237501,11.559999582914273,6.251596378775609
1998-08-31,MONSOON,5.815,10.55,8.4,10.845,3.225,11.550000000000002,11.095,4.9816666666666665,5.1675,5.623334803456,5.5242150006360005,4.923927394242424,5.606440688531316,10.372916666666667,11.956666666666669,11.703708563456,11.426911733592695,11.683278999869291,11.55085899877813,8.785,9.640000000000002,9.504327204864001,9.466071941969304,9.919844819091995,10.136810965379286,9.34,10.441249999999998,10.531894793471999,10.434939817929807,9.799197559471525,10.040183188940158,2.65625,3.267499999999999,3.5118498017279998,3.398410935911267,2.602230135117772,2.5067547682499165,11.408333333333333,11.408333333333335,11.24497298432,11.476329862335797,11.549971974363157,11.512948423121564,11.052499999999998,11.0525,11.116874258944001,11.149457297225041,11.095001415298677,6.000126455234896
1998-11-30,POMKH,2.75,8.32,7.27,7.35,0.905,12.3,11.08,4.984583333333334,4.845000000000001,4.4740008820736,4.683512137506208,4.182818019342436,4.314167034197462,9.322916666666666,11.07916666666667,10.3502251380736,9.759593543434928,10.476358849752332,10.647059422223492,8.28375,9.045000000000003,8.6105963229184,8.400990231427588,9.088622930171386,8.989060268745899,8.858125,9.687499999999998,9.259136876083199,9.011470089244767,9.753875145612746,10.711022914245817,2.2725,2.874999999999999,2.4691098810368,2.2645040850077147,2.660627260176433,2.567335672247782,11.408333333333333,11.408333333333335,11.666983790592,11.976459344973007,12.29997279562522,12.261659677304786,11.0525,11.0525,11.102124555366402,11.125313392461184,11.079997936070095,5.992014522217453
1999-02-28,POMRB,5.408333333333334,7.906666666666666,7.8,7.8,1.0,11.7,10.475,4.583958333333333,5.118333333333334,4.847733862577494,4.8678273580453375,5.244629480687154,4.800904400912809,8.788333333333332,9.66666666666667,9.372801749510828,8.769374255212123,11.175584605507076,10.321929294198467,7.78625,8.525000000000002,8.28635779375104,8.157131579021707,8.152215389533346,8.050221413333892,8.314375000000002,8.992499999999998,8.67548212564992,8.430129426823388,8.109540199202893,8.772418953275366,2.061875,2.437499999999999,1.88146592862208,1.5194050005605,2.852800781530337,2.0189772133295443,11.408333333333333,11.408333333333335,11.680190274355201,12.104374715337062,11.69997329479131,11.66423772436127,11.0525,11.0525,10.851274733219842,10.788597565215376,10.475001091282362,7.556210913926233
1999-05-31,PREMON,5.43,9.14,8.7,8.9,3.3,10.083333333333334,11.56,4.489583333333334,4.850833333333334,5.0806403175464965,5.0036581926508195,5.940103487713438,5.9291760411337275,8.622916666666665,8.97916666666667,9.279681049706497,8.982550824618427,8.868211622449891,8.341694371295372,7.4399999999999995,8.042500000000002,8.451814676250624,8.506446077549883,9.034228403071827,8.158671743064582,7.71125,8.723749999999997,8.765289275389952,8.601390639498485,10.350124387245808,8.418575526503322,2.165625,2.107499999999999,2.448879557173248,2.0983967987173107,3.770892506176832,3.692046673028286,11.408333333333335,11.408333333333335,11.041447497946454,11.479338640102942,10.083306926827492,10.053134298460826,11.0525,11.0525,11.134764839931906,11.10385416646675,11.559999567277295,8.33888287971239
1999-08-31,MONSOON,3.68,9.023333333333332,6.35,7.57,2.8600000000000003,11.550000000000002,11.095,4.477291666666667,4.317083333333334,4.520384190527898,4.588877959654659,4.824599491282959,4.407006005389582,8.720833333333333,8.597500000000004,9.177141963157231,9.017308299214214,8.147530373723683,9.053970252069295,7.3,7.530000000000003,7.6110888057503745,7.454118103622546,7.967947062107871,7.716255761758867,7.390000000000001,7.904999999999998,8.28717356523397,8.102238341259051,8.172894067646503,8.595798201376002,2.5168749999999998,2.016249999999999,2.6133277343039487,2.411745283177861,1.5627551819464267,2.6145589923527033,11.408333333333333,11.408333333333335,11.244868498767872,11.521949484045129,11.549973808392322,11.512947458993429,11.052499999999998,11.0525,11.118858903959143,11.12139987527943,11.095001409225793,8.00345203723261
1999-11-30,POMKH,4.13,8.523333333333332,6.55,5.8,2.1,12.3,11.08,4.182499999999999,4.662083333333333,4.3642305143167395,4.428622886296264,2.5827365082988667,2.4367061802640526,9.011666666666667,8.648333333333337,8.91561851122767,8.762366162482477,7.431624240142424,8.213565184584768,7.61375,7.350000000000002,7.186653283450225,7.044776354231876,7.078120324213561,6.521019593823856,7.242500000000001,7.5174999999999965,7.2923041391403824,7.038495806697281,7.261883000776221,7.854235887473774,2.8825,2.314999999999999,2.407996640582369,2.296027070382152,1.517276716618096,0.7892821411811795,11.408333333333333,11.408333333333335,11.666921099260723,11.86779970226022,12.299974050123957,12.26165989771558,11.0525,11.0525,11.103315342375486,11.120609511697136,11.079997933711587,7.992631687475196
2000-02-29,POMRB,3.93,8.486666666666666,7.4,6.78,2.615,11.7,10.475,3.82875,4.2924999999999995,4.190538308590044,4.257704145175242,5.315112909816785,5.110128399233832,9.305833333333332,8.793333333333337,8.744037773403269,8.625333292917222,9.293673539016554,8.49389290812075,8.04625,7.250000000000003,7.271991970070134,7.287339656299797,6.9126402159270235,6.719473466747059,7.222500000000001,7.262499999999997,7.08738248348423,6.891196891370239,6.112164199282956,6.857100044174577,3.0387500000000003,2.718749999999999,2.4907979843494212,2.452166619201298,2.492032067155354,1.4092300021134914,11.408333333333333,11.408333333333335,11.680152659556434,11.898561194358065,11.699974301929714,11.664237673972893,11.0525,11.0525,10.851989205425292,10.7986591640885,10.475001090366394,6.930923196665646
2000-05-31,PREMON,4.55,10.886666666666667,11.61,8.74,4.61,10.083333333333334,11.56,3.29875,4.0725,4.334322985154026,4.3183692637283295,5.187824436830125,5.146774234817877,9.59875,9.230000000000004,9.601089330708628,9.862752345353766,9.986602466350961,9.318477183715169,8.321250000000001,7.977500000000004,9.00719518204208,9.596224351088996,8.296203191344993,7.43014727674772,7.4350000000000005,7.222499999999997,7.748429490090539,7.684524615340502,8.865943695656483,6.611897083207017,3.0949999999999998,3.046249999999999,3.3384787906096527,3.6661981154738212,4.27666542850596,3.7054014228237326,11.408333333333335,11.408333333333335,11.041424929067194,11.232092049493136,10.083307886747216,10.053134309979768,11.0525,11.0525,11.135193523255175,11.121862095406172,11.559999566921562,7.6488278905446165
2000-08-31,MONSOON,1.73,9.63,6.9,7.57,2.8,11.550000000000002,11.095,3.1937499999999996,3.585,3.2925937910924157,3.5388056635897467,3.835671482094593,3.783826266711981,10.015052083333332,9.381666666666671,9.612653598425176,9.75054051691123,9.92209882563088,10.450002976152458,8.70875,8.115000000000004,8.164317109225248,8.271970363998994,9.409198898305899,9.100334030991352,7.827500000000001,7.222499999999997,7.677057694054324,7.598506923919383,7.384007017768551,8.04431526956115,3.20421875,3.031249999999999,3.1230872743657914,3.684564984529693,2.5903223395782957,3.2445983994688214,11.258333333333333,11.408333333333335,11.244854957440317,11.2709086073758,11.549974800313414,11.512947456360163,11.052499999999998,11.0525,11.119116113953105,11.141763892305317,11.095001409087637,7.341154450310772
2000-11-30,POMKH,1.84,10.26,8.2,7.5,2.61,12.3,11.08,3.4612499999999997,3.0125,2.7115562746554494,3.023096843510334,1.9900536212969513,1.5788887750470435,10.210104166666667,9.815833333333337,9.871592159055105,10.040324497586628,8.710844884820808,9.345396145588072,8.6475,8.527500000000003,8.17859026553515,8.302313562694879,7.986951314132542,7.866365943044973,8.082500000000001,7.647499999999996,7.6062346164325945,7.52002493606706,6.887220499928843,6.390891822067309,3.3303125,3.158749999999999,2.917852364619475,3.48362794780313,2.0743260633717746,2.0039629526205065,10.554166666666667,11.408333333333335,11.666912974464191,11.63788757576125,12.299975044193244,12.261659898317554,11.0525,11.0525,11.103469668371863,11.139500134962212,11.079997933657932,7.33122950062581
2001-02-28,POMRB,5.38,10.080416666666665,8.85,8.22,2.97875,10.5,10.475,3.7475000000000005,3.375,3.77893376479327,3.6928336849276775,3.1810794128458078,3.4708102556311204,10.334062499999998,10.214270833333337,9.955121962099728,10.076198774906969,9.940074942918372,9.968708189588835,8.662500000000001,8.890000000000004,8.447154159321089,8.655324768508038,8.264234761105847,8.354609414872103,8.33625,8.007499999999997,7.851740769859557,7.798061231144716,6.8268542729734705,7.181727985064257,3.6103124999999996,3.249687499999999,2.9422114187716852,3.422914101589214,2.968587314885825,2.6783340055984795,10.0,11.108333333333334,11.200147784678514,11.20903969598538,11.699975285736572,11.664237673837048,11.0525,11.0525,10.852081801023118,10.813840000396102,10.475001090345557,6.97768581228577
2001-05-31,PREMON,5.24,10.853333333333332,9.67,9.34,5.255,5.65,11.56,4.29875,3.5475000000000003,4.363360258875963,4.122623231895875,4.7209632617535995,5.257684560905845,10.585312499999999,10.205937500000005,10.31440651059317,10.511476610893066,11.98414387260862,11.224304884116968,9.0625,8.405000000000005,8.936292495592653,9.254212225513946,9.706583719871654,10.087972453872169,8.635000000000002,8.157499999999997,8.447044461915734,8.450390005580294,9.9614755859029,8.213217361493932,4.0421875,3.4109374999999993,3.867326851263011,4.5335917500104745,4.7443112229242494,4.486886717955725,10.0,10.0,8.980088670807108,8.930625321218375,10.016826863979624,9.778810494520423,11.0525,11.0525,11.135249080613871,11.132567993868907,11.559999566913469,7.70043417565857
2001-08-31,MONSOON,3.33,10.655,8.96,9.0,4.3950000000000005,11.550000000000002,11.095,4.51875,3.9475000000000007,3.950016155325578,3.867751375380946,3.4086273857936202,2.871750520900173,10.864010416666666,10.462187500000004,10.4506439063559,10.604057263920518,10.291146613176508,10.11546790364288,9.31125,8.920000000000005,8.945775497355593,9.176968419699376,8.818110970744518,8.229395387154222,8.84,8.514999999999997,8.668226677149441,8.65712674277878,8.219347700922208,8.26581028042333,4.514843750000001,3.809687499999999,4.078396110757807,4.954923456153851,3.1010162612217655,2.971146390619402,10.0,10.0,10.008053202484266,9.487657207195326,11.23823884597647,10.562184656690095,11.052499999999998,11.0525,11.119149448368322,11.148141506561617,11.095001409084494,7.390684877070228
2001-11-30,POMKH,4.65,11.245,9.34,8.46,4.4700000000000015,12.3,11.08,4.233750000000001,4.650000000000001,4.230009693195347,4.073514794335779,2.9528956554045025,3.2529674097127512,11.177499999999998,10.708437500000004,10.768386343813539,10.966286017078055,10.314940701684884,10.83247741234088,9.5025,9.205000000000005,9.103465298413356,9.33700431842353,8.97958464330312,9.10654095245178,8.9975,8.754999999999997,8.584936006289665,8.529843024283522,8.034801683653036,7.969262392295533,4.792500000000001,4.2746875,4.235037666454685,5.214407828494778,2.99994256397151,3.107799891391175,10.000000000000002,10.0,10.924831921490561,10.386734960851209,11.990089183173389,12.479007297344076,11.0525,11.0525,11.103489669020995,11.142267769912795,11.079997933656712,7.380692964212539
2002-02-28,POMRB,4.33,11.325,9.7,8.9,4.9,10.5,10.475,4.2446874999999995,4.387500000000002,4.270005815917209,4.124801350731394,5.575758922299748,5.476785877775548,11.652291666666667,11.019583333333337,10.991031806288124,11.176104793496831,10.556799439787884,10.905030587089676,9.6175,9.417500000000006,9.342079179048014,9.602396912572129,9.344902789810536,9.46707537573612,8.885,8.924999999999997,8.7109616037738,8.656173858042065,7.8759413424302345,8.629260853482918,5.027500000000001,4.755000000000001,4.501022599872812,5.52089252869679,4.138666573123926,3.545786684912776,10.0375,10.0,10.754899152894337,10.444867790356257,10.255858451263911,10.419118238661289,11.0525,11.0525,10.852093801412597,10.814017539838604,10.475001090345083,7.477427811636234
2002-05-31,PREMON,4.01,12.116666666666667,10.35,9.92,5.555,5.65,11.56,4.7943750000000005,4.080000000000002,4.1660034895503255,4.067540824951565,5.232901263336396,4.534762940924496,12.128958333333332,11.33541666666667,11.44128575043954,11.701482976842026,12.34700027413309,11.480474745559917,9.713750000000001,9.587500000000006,9.745247507428807,10.070083083675355,10.64945403295315,9.885446397974123,8.835,9.069999999999997,9.194576962264279,9.180549961835808,10.816764411463536,9.56249858351613,5.1987499999999995,4.830000000000001,4.922613559923687,5.993959257873024,6.240355579053258,5.690416799900387,10.075,10.0,8.712939491736602,8.54014447598335,5.638842901439208,5.646987475374305,11.0525,11.0525,11.135256280847559,11.131078760616969,11.559999566913286,8.25193942744772
2002-08-31,MONSOON,4.647500000000001,13.19,9.2,7.52,5.975,11.85,11.095,5.623125000000001,4.4093750000000025,4.3586020937301955,4.213173020911668,3.041911421717138,2.0358804896812,12.448541666666667,11.96916666666667,12.140771450263724,12.524501159741458,11.870956892064093,11.632435089532438,9.879999999999999,9.647500000000006,9.527148504457283,9.699888863257087,9.603946393269394,9.917542870643002,9.0325,8.699999999999996,8.524746177358567,8.398129359659414,8.93008935760911,9.29048495145253,4.984999999999999,5.2250000000000005,5.343568135954213,6.48293155256341,4.299652565864968,4.336386520589386,10.075,10.075,9.967763695041961,9.520442264406439,11.525450916658109,11.506732536309451,11.052499999999998,11.0525,11.119153768508536,11.145828553642994,11.095001409084423,7.920005877814226
2002-11-30,POMKH,7.73,12.523333333333332,9.87,9.54,4.26,12.3,11.08,6.499375,5.179375000000002,5.707161256238118,5.214230438673113,3.7849857011184422,4.4223157692210044,12.73875,12.288750000000004,12.293796203491567,12.541520715932913,12.718966475138176,12.817725114625551,10.05875,9.780000000000005,9.66428910267437,9.867893848420625,9.439345946486235,9.622816317559561,9.15,8.969999999999995,8.93084770641514,8.869280505919681,7.595240549941722,8.306960660235173,4.786874999999999,5.1725,4.910140881572527,5.872931966542977,4.35312499634891,4.871284720255929,10.075000000000001,10.075,10.900658217025178,10.628463494201172,12.278686056853262,12.331661602674552,11.0525,11.0525,11.10349226110512,11.139776754841971,11.079997933656683,7.909298343955081
2003-02-28,POMRB,7.88,12.603333333333332,10.5,9.4,3.4,10.5,10.475,7.3021875,6.066875000000001,6.576296753742871,5.961382391231096,6.45878009302589,7.345607447976116,12.861666666666665,12.608333333333338,12.417611055428274,12.592689066441974,12.323445865532422,12.192943027777597,10.166250000000002,9.980000000000004,9.998573461604622,10.277660555534469,9.846623665904207,9.892272337751555,9.565000000000001,9.094999999999995,9.118508623849085,9.065686873735105,8.234263157150304,9.253503961450562,4.473125,4.797499999999999,4.306084528943516,4.864729391926515,4.860197088174853,4.588021677257237,9.990625,10.075,10.740394930215107,10.809318597596725,10.468623555938652,10.45280193295948,11.0525,11.0525,10.852095356663073,10.811791360148915,10.47500109034507,6.845301652383549
2003-05-31,PREMON,7.47,13.16,10.98,10.36,5.47,5.65,11.56,7.4475,6.931875000000002,6.933778052245723,6.36684916672622,7.201038728528912,6.338000082361397,12.617083333333333,12.86916666666667,12.714566633256965,12.91782459195342,13.406074659731066,12.682095476159741,10.12875,10.137500000000005,10.391144076962773,10.727329129607018,11.329362506671806,10.474337303454991,9.9,9.204999999999995,9.615105174309452,9.601799979653226,11.249477842086197,9.792776533279453,3.9406250000000003,4.776249999999999,4.77165071736611,5.0487732908015195,6.002577976844045,4.714370067658445,9.906249999999998,10.075,8.704236958129064,8.925949787369195,5.6207636227994096,5.639287275757894,11.0525,11.0525,11.135257213997843,11.129331857236743,11.55999956691328,7.554337670792731
2003-08-31,MONSOON,7.61,13.13,9.43,10.4,3.55,11.175,11.095,7.06,7.672500000000001,7.204266831347434,6.692578688612706,6.438028853556558,5.654327282452709,11.980833333333333,12.854166666666671,12.880739979954178,13.050994653754405,13.677785575121446,13.382596283107668,9.9475,10.195000000000004,10.006686446177664,10.140216871480076,10.254040272797809,10.380252899338755,9.85625,9.924999999999994,9.929063104585671,9.914185504797832,9.366628780704046,9.897424066243115,3.61625,4.17,4.282990430419666,4.301594186784696,4.444948926624711,5.66285487008725,10.01875,9.906249999999998,9.692542174877438,9.604865846085627,11.806346820661428,11.80735110859659,11.052499999999998,11.0525,11.119154328398707,11.144631579041713,11.09500140908442,7.250465091474511
